S.No,Course Number,Prof,Dept,Students,Year,Sem
2755,CS750A,ANIL  SETH,CSE,4,2017-18,2
3339,CS771A,PIYUSH RAI,CSE,220,2016-17,1
2105,CS771A,PURUSHOTTAM KAR,CSE,241,2017-18,1
1475,CS771A,PIYUSH  RAI,CSE,270,2018-19,1
241,CS771A,PURUSHOTTAM KAR,CSE,227,2019-20,1
2106,CS772A,PIYUSH RAI,CSE,66,2017-18,1
3943,CS773A,PURUSHOTTAM KAR,CSE,37,2016-17,2
3340,CS774A,PURUSHOTTAM KAR,CSE,34,2016-17,1
2756,CS777A,PURUSHOTTAM  KAR,CSE,19,2017-18,2
874,CS783A,VINAY P NAMBOODIRI,CSE,145,2018-19,2
3944,CS785,HARISH KARNICK,CSE,2,2016-17,2
3945,CS785A,HARISH C KARNICK,CSE,68,2016-17,2
2757,CS786A,NISHEETH  SRIVASTAVA,CSE,67,2017-18,2
875,CS786A,NISHEETH SRIVASTAVA,CSE,123,2018-19,2
2107,CS797,CONVENER DPGC,CSE,,2017-18,1
2108,CS797A,CONVENER DPGC,CSE,1,2017-18,1
1476,CS797A,SUMIT  GANGULY,CSE,3,2018-19,1
876,CS797A,SUMIT GANGULY,CSE,2,2018-19,2
242,CS797A,MAINAK CHAUDHURI,CSE,3,2019-20,1
3946,CS799,CONVENER DPGC,CSE,34,2016-17,2
3341,CS799,CONVENER DPGC,CSE,27,2016-17,1
2758,CS799,SUMIT  GANGULY,CSE,47,2017-18,2
2109,CS799,CONVENER DPGC,CSE,48,2017-18,1
1477,CS799,SUMIT  GANGULY,CSE,51,2018-19,1
877,CS799,SUMIT GANGULY,CSE,61,2018-19,2
243,CS799,MAINAK CHAUDHURI,CSE,60,2019-20,1
3947,CS899,CONVENER DPGC,CSE,3,2016-17,2
2759,CS899,SUMIT  GANGULY,CSE,8,2017-18,2
2110,CS899,CONVENER DPGC,CSE,5,2017-18,1
1478,CS899,SUMIT  GANGULY,CSE,11,2018-19,1
878,CS899,SUMIT GANGULY,CSE,19,2018-19,2
244,CS899,MAINAK CHAUDHURI,CSE,20,2019-20,1
3913,CSO201A,"R RAMAPANICKER 
M L N RAO",CHM,170,2016-17,2
3914,CSO202A,"M CHANDRA 
MADHAV RANGANATHAN",CHM,77,2016-17,2
2761,CSO202A,PRATIK  SEN,CHM,155,2017-18,2
2760,CSO202A,MADHAV  V  RANGANATHAN,CHM,155,2017-18,2
842,CSO202A,THIRUVANCHERIL G GOPAKUMAR,CHM,171,2018-19,2
841,CSO202A,KESHAVAMURTHY SRIHARI,CHM,171,2018-19,2
844,CSO203A,JITENDRA KUMAR BERA,CHM,54,2018-19,2
843,CSO203A,SANKAR PRASAD RATH,CHM,54,2018-19,2
3527,DES601A,S T ROY,MDES,20,2016-17,1
2762,DES601A,SHATARUPA THAKURTA  ROY,MDES,16,2017-18,2
2111,DES601A,COURSE DROPPED,MDES,,2017-18,1
1663,DES601A,SHATARUPA THAKURTA  ROY,MDES,16,2018-19,1
444,DES601A,RITWIJ BHOWMIK,MDES,19,2019-20,1
2112,DES602A,SHANTANU BHATTACHARYA,MDES,21,2017-18,1
1664,DES602A,SHANTANU  BHATTACHARYA,MDES,22,2018-19,1
445,DES602A,SHANTANU BHATTACHARYA,MDES,20,2019-20,1
2763,DES603A,SHANTANU  BHATTACHARYA,MDES,28,2017-18,2
1063,DES603A,SHANTANU BHATTACHARYA,MDES,11,2018-19,2
3528,DES604A,"SATYAKI ROY 
BRAJ BHUSHAN",MDES,22,2016-17,1
2114,DES604A,MANINDRA AGRAWAL,MDES,26,2017-18,1
2113,DES604A,SATYAKI ROY,MDES,26,2017-18,1
1665,DES604A,SATYAKI  ROY,MDES,16,2018-19,1
3529,DES605A,J RAMKUMAR,MDES,17,2016-17,1
446,DES605A,JANAKARAJAN RAMKUMAR,MDES,17,2019-20,1
4121,DES623A,SATYAKI ROY,MDES,13,2016-17,2
2764,DES623A,SATYAKI  ROY,MDES,17,2017-18,2
1064,DES623A,SATYAKI ROY,MDES,24,2018-19,2
4122,DES627A,DEEPU PHILIP,MDES,53,2016-17,2
1065,DES633A,DEEPU PHILIP,MDES,6,2018-19,2
3530,DES681A,DEEPU PHILIP,MDES,18,2016-17,1
2765,DES681A,SHANTANU  BHATTACHARYA,MDES,4,2017-18,2
2117,DES681A,N TIWARI,MDES,16,2017-18,1
2116,DES681A,J RAMKUMAR,MDES,16,2017-18,1
2115,DES681A,DEEPU PHILIP,MDES,16,2017-18,1
1667,DES681A,JANAKARAJAN  RAMKUMAR,MDES,17,2018-19,1
1666,DES681A,RITWIJ  BHOWMIK,MDES,17,2018-19,1
447,DES681A,MAINAK DAS,MDES,26,2019-20,1
4123,DES682A,"S BHATTACHARYA 
JHUMKEE IYENGAR",MDES,17,2016-17,2
2767,DES682A,RITWIJ BHOWMIK,MDES,16,2017-18,2
2766,DES682A,JANAKARAJAN  RAMKUMAR,MDES,16,2017-18,2
1067,DES682A,TARUN GUPTA,MDES,16,2018-19,2
1066,DES682A,RITWIJ BHOWMIK,MDES,16,2018-19,2
4124,DES698A,"MAINAK DAS 
BRAJ BHUSHAN",MDES,20,2016-17,2
2118,DES698A,MAINAK DAS,MDES,16,2017-18,1
4125,DES699,CONVENER DPGC,MDES,17,2016-17,2
3531,DES699,CONVENER DPGC,MDES,18,2016-17,1
2768,DES699,MAINAK  DAS,MDES,16,2017-18,2
2119,DES699,CONVENER DPGC,MDES,19,2017-18,1
1668,DES699,MAINAK  DAS,MDES,17,2018-19,1
1068,DES699,RITWIJ BHOWMIK,MDES,17,2018-19,2
448,DES699,RITWIJ BHOWMIK,MDES,8,2019-20,1
4126,DES799,CONVENER DPGC,MDES,22,2016-17,2
3532,DES799,CONVENER DPGC,MDES,21,2016-17,1
2769,DES799,MAINAK  DAS,MDES,27,2017-18,2
2120,DES799,CONVENER DPGC,MDES,24,2017-18,1
1669,DES799,MAINAK  DAS,MDES,27,2018-19,1
1069,DES799,RITWIJ BHOWMIK,MDES,35,2018-19,2
449,DES799,RITWIJ BHOWMIK,MDES,32,2019-20,1
3951,ECO101A,DEEP MUKHERJEE,ECO,116,2016-17,2
3411,ECO101A,D PAKRASHI,HSS,144,2016-17,1
2121,ECO101A,DEBAYAN PAKRASHI,HSS,142,2017-18,1
1481,ECO101A,DEBAYAN  PAKRASHI,ECO,133,2018-19,1
881,ECO101A,PRAVEEN KULSHRESHTHA,ECO,156,2018-19,2
247,ECO101A,DEBAYAN PAKRASHI,ECO,125,2019-20,1
3412,ECO201A,SURAJIT SINHA,HSS,57,2016-17,1
2122,ECO201A,VIMAL KUMAR,HSS,41,2017-18,1
1568,ECO201A,VIMAL  KUMAR,HSS,62,2018-19,1
977,ECO201A,SURAJIT SINHA,HSS,67,2018-19,2
341,ECO201A,VIMAL KUMAR,HSS,72,2019-20,1
3952,ECO221A,SOHINI SAHU,ECO,136,2016-17,2
2770,ECO221A,SOHINI  SAHU,ECO,42,2017-18,2
2123,ECO221A,SURAJIT SINHA (HS2),HSS,139,2017-18,1
1482,ECO221A,SURAJIT  SINHA,ECO,92,2018-19,1
882,ECO221A,SOHINI SAHU,ECO,51,2018-19,2
3953,ECO261A,JOYDEEP DUTTA,ECO,45,2016-17,2
3413,ECO261A,JOYDEEP DUTTA,HSS,7,2016-17,1
2771,ECO261A,JOYDEEP  DUTTA,ECO,88,2017-18,2
883,ECO261A,JOYDEEP DUTTA,ECO,56,2018-19,2
3414,ECO301A,SARANI SAHA,HSS,49,2016-17,1
2124,ECO301A,SARANI SAHA,ECO,52,2017-18,1
1483,ECO301A,SARANI  SAHA,ECO,47,2018-19,1
248,ECO301A,SARANI SAHA,ECO,53,2019-20,1
2125,ECO303,COURSE DROPPED,HSS,,2017-18,1
3415,ECO311,ARSHAD RAHMAN,HSS,1,2016-17,1
1569,ECO311,MOHAMMAD ARSHAD  RAHMAN,HSS,1,2018-19,1
3954,ECO311A,D PAKRASHI,ECO,134,2016-17,2
2772,ECO311A,DEBAYAN PAKRASHI,ECO,59,2017-18,2
884,ECO311A,DEBAYAN PAKRASHI,ECO,70,2018-19,2
3416,ECO321A,WASIM AHMAD,HSS,53,2016-17,1
2126,ECO321A,WASIM AHMAD,ECO,53,2017-18,1
1484,ECO321A,WASIM  AHMAD,ECO,48,2018-19,1
249,ECO321A,WASIM AHMAD,ECO,65,2019-20,1
3417,ECO341,DEEP MUKHERJEE,HSS,1,2016-17,1
3418,ECO341A,ARSHAD RAHMAN,HSS,56,2016-17,1
2127,ECO341A,ARSHAD RAHMAN,ECO,51,2017-18,1
1485,ECO341A,MOHAMMAD ARSHAD  RAHMAN,ECO,47,2018-19,1
251,ECO341A,DEEP MUKHERJEE,ECO,69,2019-20,1
250,ECO341A,MOHAMMAD ARSHAD RAHMAN,ECO,69,2019-20,1
3955,ECO342,S K MATHUR,ECO,1,2016-17,2
2773,ECO342,SOMESH KUMAR  MATHUR,HSS,1,2017-18,2
3956,ECO342A,S K MATHUR,ECO,50,2016-17,2
2774,ECO342A,SOMESH KUMAR  MATHUR,ECO,42,2017-18,2
885,ECO342A,DEEP MUKHERJEE,ECO,44,2018-19,2
3419,ECO397A,SOHINI SAHU,HSS,39,2016-17,1
2128,ECO397A,CONVENER DUGC,ECO,40,2017-18,1
1486,ECO397A,VIMAL  KUMAR,ECO,39,2018-19,1
252,ECO397A,MOHAMMAD ARSHAD RAHMAN,ECO,43,2019-20,1
3420,ECO398A,CONVENER DUGC,HSS,5,2016-17,1
1487,ECO398A,MOHAMMAD ARSHAD RAHMAN,ECO,4,2018-19,1
253,ECO398A,MOHAMMAD ARSHAD RAHMAN,ECO,4,2019-20,1
3957,ECO399A,CONVENER DUGC,ECO,29,2016-17,2
2775,ECO399A,VIMAL  KUMAR,ECO,21,2017-18,2
886,ECO399A,MOHAMMAD ARSHAD RAHMAN,ECO,16,2018-19,2
2129,ECO402,WASIM AHMAD,HSS,,2017-18,1
2776,ECO407,SURAJIT  SINHA,ECO,2,2017-18,2
3421,ECO411A,PRAVEEN KULSHRESHTHA,HSS,47,2016-17,1
2130,ECO411A,PRAVEEN KULSHRESHTHA,ECO,37,2017-18,1
1488,ECO411A,BIKRAMADITYA  DATTA,ECO,36,2018-19,1
254,ECO411A,BIKRAMADITYA DATTA,ECO,42,2019-20,1
3422,ECO412A,S K MATHUR,HSS,49,2016-17,1
2131,ECO412A,S K MATHUR,ECO,42,2017-18,1
1489,ECO412A,SOMESH KUMAR  MATHUR,ECO,41,2018-19,1
255,ECO412A,SOMESH KUMAR MATHUR,ECO,44,2019-20,1
2777,ECO413,WASIM AHMAD,ECO,,2017-18,2
3958,ECO413A,WASIM AHMAD,ECO,89,2016-17,2
2778,ECO413A,WASIM AHMAD,ECO,150,2017-18,2
887,ECO413A,P MURALI PRASAD,ECO,29,2018-19,2
3423,ECO498A,CONVENER DUGC,HSS,27,2016-17,1
2132,ECO498A,CONVENER DUGC,ECO,25,2017-18,1
1490,ECO498A,MOHAMMAD ARSHAD RAHMAN,ECO,12,2018-19,1
256,ECO498A,MOHAMMAD ARSHAD RAHMAN,ECO,14,2019-20,1
3959,ECO499A,CONVENER DUGC,ECO,9,2016-17,2
2779,ECO499A,VIMAL  KUMAR,ECO,4,2017-18,2
888,ECO499A,MOHAMMAD ARSHAD RAHMAN,ECO,4,2018-19,2
3960,ECO501A,P M PRASAD,ECO,9,2016-17,2
3424,ECO501A,DEEP MUKHERJEE,HSS,9,2016-17,1
2780,ECO501A,P MURALI  PRASAD,ECO,46,2017-18,2
3425,ECO504A,P M PRASAD,HSS,7,2016-17,1
2133,ECO504A,P M PRASAD,HSS,27,2017-18,1
1570,ECO504A,P MURALI  PRASAD,HSS,6,2018-19,1
342,ECO504A,P MURALI PRASAD,HSS,51,2019-20,1
3961,ECO522,SURAJIT SINHA,ECO,2,2016-17,2
3962,ECO522A,SURAJIT SINHA,ECO,93,2016-17,2
2781,ECO522A,SURAJIT  SINHA,ECO,94,2017-18,2
257,ECO522A,SURAJIT SINHA,ECO,75,2019-20,1
3426,ECO523A,SOHINI SAHU,HSS,97,2016-17,1
2134,ECO523A,SOHINI SAHU,HSS,27,2017-18,1
1571,ECO523A,SOHINI  SAHU,HSS,22,2018-19,1
343,ECO523A,SOHINI SAHU,HSS,39,2019-20,1
3427,ECO535A,TANIKA CHAKRABORTY,HSS,35,2016-17,1
3963,ECO541A,TANIKA CHAKRABORTY,ECO,32,2016-17,2
2135,ECO542A,S K MATHUR,ECO,16,2017-18,1
259,ECO542A,MOHAMMAD ARSHAD RAHMAN,ECO,1,2019-20,1
258,ECO542A,DEEP MUKHERJEE,ECO,1,2019-20,1
3964,ECO543A,M A RAHMAN,ECO,15,2016-17,2
2782,ECO545A,MOHAMMAD ARSHAD RAHMAN,ECO,27,2017-18,2
889,ECO545A,MOHAMMAD ARSHAD RAHMAN,ECO,13,2018-19,2
1572,ECO599,MOHAMMAD ARSHAD RAHMAN,HSS,1,2018-19,1
3950,ECO699,CONVENER DUGC,ECO,37,2016-17,2
3428,ECO699,CONVENER DUGC,HSS,36,2016-17,1
2783,ECO699,VIMAL  KUMAR,ECO,30,2017-18,2
2136,ECO699,CONVENER DUGC,ECO,32,2017-18,1
1491,ECO699,MOHAMMAD ARSHAD RAHMAN,ECO,29,2018-19,1
890,ECO699,MOHAMMAD ARSHAD RAHMAN,ECO,27,2018-19,2
260,ECO699,MOHAMMAD ARSHAD RAHMAN,ECO,15,2019-20,1
891,ECO711A,BIKRAMADITYA DATTA,ECO,100,2018-19,2
3429,ECO732A,ARSHAD RAHMAN,HSS,6,2016-17,1
2137,ECO732A,ARSHAD RAHMAN,HSS,3,2017-18,1
1573,ECO732A,MOHAMMAD ARSHAD  RAHMAN,HSS,4,2018-19,1
345,ECO732A,DEEP MUKHERJEE,HSS,12,2019-20,1
344,ECO732A,MOHAMMAD ARSHAD RAHMAN,HSS,12,2019-20,1
3965,ECO735A,D PAKRASHI,ECO,4,2016-17,2
3430,ECO737A,SURAJIT SINHA,HSS,6,2016-17,1
2138,ECO737A,VIMAL KUMAR,HSS,3,2017-18,1
1574,ECO737A,SARANI  SAHA,HSS,2,2018-19,1
346,ECO737A,VIMAL KUMAR,HSS,11,2019-20,1
2139,ECO741A,DEEP MUKHERJEE,HSS,23,2017-18,1
1575,ECO741A,DEEP  MUKHERJEE,HSS,16,2018-19,1
2784,ECO742A,DEEP MUKHERJEE,ECO,7,2017-18,2
347,ECO745A,SURAJIT SINHA,HSS,8,2019-20,1
3966,ECO747A,P M PRASAD,ECO,3,2016-17,2
978,ECO747A,P MURALI PRASAD,HSS,0,2018-19,2
3431,ECO750A,WASIM AHMAD,HSS,8,2016-17,1
2140,ECO750A,WASIM AHMAD,HSS,3,2017-18,1
1576,ECO750A,WASIM  AHMAD,HSS,2,2018-19,1
348,ECO750A,WASIM AHMAD,HSS,11,2019-20,1
3432,ECO751A,P M PRASAD,HSS,1,2016-17,1
2785,ECO751A,P MURALI  PRASAD,HSS,3,2017-18,2
3967,ECO753A,SARANI SAHA,ECO,18,2016-17,2
2786,ECO753A,SARANI  SAHA,ECO,23,2017-18,2
892,ECO753A,SARANI SAHA,ECO,13,2018-19,2
2787,ECO754A,VIMAL  KUMAR,ECO,72,2017-18,2
893,ECO754A,VIMAL KUMAR,ECO,46,2018-19,2
1492,ECO755A,PRAVEEN  KULSHRESHTHA,ECO,19,2018-19,1
261,ECO755A,PRAVEEN KULSHRESHTHA,ECO,17,2019-20,1
3968,ECO756A,TANIKA CHAKRABORTY,ECO,3,2016-17,2
3433,ECO760,JOYDEEP DUTTA,HSS,1,2016-17,1
3434,ECO760A,JOYDEEP DUTTA,HSS,20,2016-17,1
2141,ECO760A,JOYDEEP DUTTA,HSS,14,2017-18,1
1577,ECO760A,JOYDEEP  DUTTA,HSS,10,2018-19,1
349,ECO760A,JOYDEEP DUTTA,HSS,1,2019-20,1
3969,ECO761A,S K MATHUR,ECO,4,2016-17,2
2788,ECO761A,SOMESH KUMAR  MATHUR,HSS,3,2017-18,2
3970,ECO762A,A RAHMAN,ECO,1,2016-17,2
979,ECO764A,WASIM AHMAD,HSS,87,2018-19,2
3971,ECO799,CONVENER DPGC,ECO,20,2016-17,2
3435,ECO799,CONVENER DPGC,HSS,19,2016-17,1
2789,ECO799,SARANI  SAHA,ECO,16,2017-18,2
2142,ECO799,CONVENER DPGC,HSS,18,2017-18,1
1493,ECO799,SARANI  SAHA,ECO,18,2018-19,1
894,ECO799,WASIM AHMAD,ECO,19,2018-19,2
262,ECO799,WASIM AHMAD,ECO,17,2019-20,1
3345,EE200A,K S VENKATESH,EE,183,2016-17,1
2143,EE200A,K S VENKATESH,EE,158,2017-18,1
1494,EE200A,K S  VENKATESH,EE,175,2018-19,1
263,EE200A,K S VENKATESH,EE,178,2019-20,1
3972,EE210A,B MAZHARI,EE,169,2016-17,2
2790,EE210A,ALOKE  DUTTA,EE,148,2017-18,2
897,EE210A,YOGESH SINGH CHAUHAN,EE,154,2018-19,2
3973,EE250A,S R SAHOO,EE,168,2016-17,2
2791,EE250A,RAMPRASAD  POTLURI,EE,141,2017-18,2
898,EE250A,RAMPRASAD POTLURI,EE,151,2018-19,2
3974,EE301A,N NAIK,EE,92,2016-17,2
2792,EE301A,KASTURI  VASUDEVAN,EE,134,2017-18,2
899,EE301A,NAREN NAIK,EE,42,2018-19,2
3975,EE311A,ALOKE DUTTA,EE,72,2016-17,2
2793,EE311A,S SUNDAR KUMAR  IYER,EE,65,2017-18,2
900,EE311A,S SUNDAR KUMAR IYER,EE,67,2018-19,2
3346,EE320A,A JAGANNATHAM,EE,108,2016-17,1
2144,EE320A,K VASUDEVAN,EE,152,2017-18,1
1495,EE320A,KETAN  RAJAWAT,EE,141,2018-19,1
264,EE320A,KASTURI VASUDEVAN,EE,146,2019-20,1
3976,EE321A,"R K BANSAL 
K VASUDEVAN",EE,59,2016-17,2
2794,EE321A,ADRISH  BANERJEE,EE,69,2017-18,2
901,EE321A,KASTURI VASUDEVAN,EE,105,2018-19,2
3347,EE330A,A JOSHI,EE,144,2016-17,1
2145,EE330A,A MOHAPATRA,EE,149,2017-18,1
1496,EE330A,ABHEEJEET  MOHAPATRA,EE,143,2018-19,1
265,EE330A,SAIKAT CHAKRABARTI,EE,135,2019-20,1
3977,EE340A,A R HARISH,EE,102,2016-17,2
2795,EE340A,A R  HARISH,EE,115,2017-18,2
902,EE340A,A R HARISH,EE,123,2018-19,2
3978,EE360A,S K MISHRA,EE,93,2016-17,2
2796,EE360A,SANTANU KUMAR  MISHRA,EE,102,2017-18,2
903,EE360A,SANDEEP ANAND,EE,99,2018-19,2
3348,EE370A,S S K IYER,EE,144,2016-17,1
2146,EE370A,B MAZHARI,EE,152,2017-18,1
1497,EE370A,BAQUER  MAZHARI,EE,142,2018-19,1
266,EE370A,S SUNDAR KUMAR IYER,EE,143,2019-20,1
3349,EE380A,Y N SINGH,EE,130,2016-17,1
2147,EE380A,Y N SINGH,EE,140,2017-18,1
1498,EE380A,YATINDRA NATH  SINGH,EE,128,2018-19,1
267,EE380A,YATINDRA NATH SINGH,EE,128,2019-20,1
3979,EE381A,Y N SINGH,EE,130,2016-17,2
2797,EE381A,YATINDRA NATH  SINGH,EE,137,2017-18,2
904,EE381A,YATINDRA NATH SINGH,EE,130,2018-19,2
3350,EE390A,ADRISH BANERJEE,EE,136,2016-17,1
2148,EE390A,A BANERJEE,EE,143,2017-18,1
1499,EE390A,ADRISH  BANERJEE,EE,130,2018-19,1
268,EE390A,ADRISH BANERJEE,EE,140,2019-20,1
3980,EE391A,CONVENER DUGC,EE,2,2016-17,2
3351,EE391A,CONVENR DUGC,EE,7,2016-17,1
2798,EE391A,KASTURI  VASUDEVAN,EE,4,2017-18,2
2149,EE391A,CONVENER DUGC,EE,13,2017-18,1
1500,EE391A,KASTURI  VASUDEVAN,EE,5,2018-19,1
905,EE391A,PRADEEP KUMAR K,EE,2,2018-19,2
269,EE391A,PRADEEP KUMAR K,EE,1,2019-20,1
3981,EE392A,CONVENER DUGC,EE,23,2016-17,2
2799,EE392A,KASTURI  VASUDEVAN,EE,26,2017-18,2
2150,EE392A,CONVENER DUGC,EE,12,2017-18,1
1501,EE392A,KASTURI  VASUDEVAN,EE,16,2018-19,1
906,EE392A,PRADEEP KUMAR K,EE,16,2018-19,2
270,EE392A,PRADEEP KUMAR K,EE,12,2019-20,1
2800,EE416A,SHILPI  GUPTA,EE,27,2017-18,2
907,EE416A,SHILPI GUPTA,EE,22,2018-19,2
2151,EE480A,Y N SINGH,EE,3,2017-18,1
1502,EE480A,YATINDRA NATH  SINGH,EE,2,2018-19,1
271,EE480A,YATINDRA NATH SINGH,EE,4,2019-20,1
3352,EE491A,CONVENER DUGC,EE,18,2016-17,1
2801,EE491A,KASTURI  VASUDEVAN,EE,12,2017-18,2
2152,EE491A,CONVENER DUGC,EE,12,2017-18,1
1503,EE491A,KASTURI  VASUDEVAN,EE,30,2018-19,1
908,EE491A,PRADEEP KUMAR K,EE,4,2018-19,2
272,EE491A,PRADEEP KUMAR K,EE,18,2019-20,1
3982,EE492A,CONVENER DUGC,EE,1,2016-17,2
2802,EE492A,KASTURI  VASUDEVAN,EE,,2017-18,2
1504,EE492A,KASTURI  VASUDEVAN,EE,0,2018-19,1
909,EE492A,PRADEEP KUMAR K,EE,3,2018-19,2
273,EE492A,PRADEEP KUMAR K,EE,1,2019-20,1
3983,EE600A,K S VENKATESH,EE,6,2016-17,2
2803,EE600A,K S  VENKATESH,EE,14,2017-18,2
910,EE600A,K S VENKATESH,EE,26,2018-19,2
3353,EE601A,P SIRCAR,EE,42,2016-17,1
2153,EE601A,COURSE DROPPED,EE,,2017-18,1
1505,EE601A,KASTURI  VASUDEVAN,EE,26,2018-19,1
274,EE601A,PRADIP SIRCAR,EE,10,2019-20,1
3354,EE602A,R HEGDE,EE,38,2016-17,1
2154,EE602A,R HEGDE,EE,61,2017-18,1
1506,EE602A,RAJESH MAHANAND  HEGDE,EE,45,2018-19,1
275,EE602A,RAJESH MAHANAND HEGDE,EE,25,2019-20,1
3355,EE604A,T GUHA,EE,65,2016-17,1
2155,EE604A,TANAYA GUHA,EE,90,2017-18,1
912,EE604A,GOVIND SHARMA,EE,49,2018-19,2
911,EE604A,K S VENKATESH,EE,49,2018-19,2
276,EE604A,K S VENKATESH,EE,46,2019-20,1
3356,EE605A,K VASUDEVAN,EE,59,2016-17,1
2156,EE605A,GOVIND SHARMA,EE,57,2017-18,1
